URL,Original_URL,Title 1,page_type,url_group,Views,Active users,Average engagement time per session,strategic_value,strategic_score,recommendation,reason,flag_for_review,is_stale,quality_issues,Status Code,Indexability
https://www.nysid.edu/online-learning/online-learning-faqs,https://www.nysid.edu/online-learning/online-learning-faqs,/ Online Learning / FAQs — New York School of Interior Design,Other Content,Online Learning,795.0,720.0,34.003663,,0,ADAPT,High-value page but has quality issues to address,False,False,Missing/weak meta description; Missing H1,200,Indexable
https://www.nysid.edu/admissions-faqs,https://www.nysid.edu/admissions-faqs,Admissions FAQs — New York School of Interior Design,Other Content,Admissions Faqs,747.0,557.0,33.875513,,0,ADAPT,High-value page but has quality issues to address,False,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/international-students,https://www.nysid.edu/international-students,International Students — New York School of Interior Design,Other Content,International Students,717.0,594.0,59.27714286,,0,ADAPT,High-value page but has quality issues to address,False,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/faculty,https://www.nysid.edu/faculty,Faculty — New York School of Interior Design,Other Content,Faculty,603.0,502.0,33.1622575,,0,ADAPT,High-value page but has quality issues to address,False,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/work-at-nysid,https://www.nysid.edu/work-at-nysid,Work at NYSID — New York School of Interior Design,Other Content,Work At Nysid,580.0,415.0,13.95348837,Portfolio Development,6,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/gala2026,https://www.nysid.edu/gala2026,NYSID Gala 2026 — New York School of Interior Design,Other Content,Gala2026,554.0,479.0,12.25399361,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing H1,200,Indexable
https://www.nysid.edu/student-handbook,https://www.nysid.edu/student-handbook,Student Handbook — New York School of Interior Design,Other Content,Student Resources,278.0,180.0,5.306188925,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure,200,Indexable
https://www.nysid.edu/exhibitions?category=student+events,https://www.nysid.edu/exhibitions?category=Student+Events,Exhibitions — New York School of Interior Design,Other Content,Exhibitions,254.0,252.0,5.700729927,Portfolio Development,6,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/exhibitions?category=thesis+exhibitions+2019,https://www.nysid.edu/exhibitions?category=Thesis+Exhibitions+2019,Exhibitions — New York School of Interior Design,Other Content,Exhibitions,254.0,252.0,5.700729927,Portfolio Development,6,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/exhibitions?category=thesis+exhibitions+2022,https://www.nysid.edu/exhibitions?category=Thesis+Exhibitions+2022,Exhibitions — New York School of Interior Design,Other Content,Exhibitions,254.0,252.0,5.700729927,Portfolio Development,6,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/exhibitions?category=thesis+exhibitions+2024,https://www.nysid.edu/exhibitions?category=Thesis+Exhibitions+2024,Exhibitions — New York School of Interior Design,Other Content,Exhibitions,254.0,252.0,5.700729927,Portfolio Development,6,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/exhibitions?category=thesis+exhibitions+2023,https://www.nysid.edu/exhibitions?category=Thesis+Exhibitions+2023,Exhibitions — New York School of Interior Design,Other Content,Exhibitions,254.0,252.0,5.700729927,Portfolio Development,6,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/exhibitions?category=thesis+exhibitions+2025,https://www.nysid.edu/exhibitions?category=Thesis+Exhibitions+2025,Exhibitions — New York School of Interior Design,Other Content,Exhibitions,254.0,252.0,5.700729927,Portfolio Development,6,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/exhibitions?category=public+programs,https://www.nysid.edu/exhibitions?category=Public+Programs,Exhibitions — New York School of Interior Design,Other Content,Exhibitions,254.0,252.0,5.700729927,Portfolio Development,6,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/exhibitions?tag=archive,https://www.nysid.edu/exhibitions?tag=archive,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=2022,https://www.nysid.edu/exhibitions?tag=2022,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=exhibition,https://www.nysid.edu/exhibitions?tag=exhibition,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=spring+2020,https://www.nysid.edu/exhibitions?tag=Spring+2020,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=gallery,https://www.nysid.edu/exhibitions?tag=gallery,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=tom+lee,https://www.nysid.edu/exhibitions?tag=tom+lee,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=sarah+tomerlin+lee,https://www.nysid.edu/exhibitions?tag=sarah+tomerlin+lee,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=archives,https://www.nysid.edu/exhibitions?tag=archives,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=designing+duo,https://www.nysid.edu/exhibitions?tag=designing+duo,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=thesisprojects,https://www.nysid.edu/exhibitions?tag=thesisprojects,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=mfathesisprojects,https://www.nysid.edu/exhibitions?tag=mfathesisprojects,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=bfathesisprojects,https://www.nysid.edu/exhibitions?tag=bfathesisprojects,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=winter+2017,https://www.nysid.edu/exhibitions?tag=Winter+2017,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=spring+2019,https://www.nysid.edu/exhibitions?tag=Spring+2019,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=fall+2016,https://www.nysid.edu/exhibitions?tag=Fall+2016,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=spring+2017,https://www.nysid.edu/exhibitions?tag=Spring+2017,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=commencement2022,https://www.nysid.edu/exhibitions?tag=commencement2022,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=mpsstudioprojects,https://www.nysid.edu/exhibitions?tag=mpsstudioprojects,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=winter+2018,https://www.nysid.edu/exhibitions?tag=Winter+2018,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=spring+2018,https://www.nysid.edu/exhibitions?tag=Spring+2018,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=spring+2016,https://www.nysid.edu/exhibitions?tag=Spring+2016,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=winter+2016,https://www.nysid.edu/exhibitions?tag=Winter+2016,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=spring+2015,https://www.nysid.edu/exhibitions?tag=Spring+2015,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=spring%202018,https://www.nysid.edu/exhibitions?tag=Spring%202018,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?tag=winter+2015,https://www.nysid.edu/exhibitions?tag=Winter+2015,,Other Content,Exhibitions,254.0,252.0,5.700729927,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,0,Non-Indexable
https://www.nysid.edu/exhibitions?category=exhibitions,https://www.nysid.edu/exhibitions?category=Exhibitions,Exhibitions — New York School of Interior Design,Other Content,Exhibitions,254.0,252.0,5.700729927,Portfolio Development,6,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/donate,https://www.nysid.edu/donate,Ways to Give — New York School of Interior Design,Other Content,Donate,247.0,206.0,4.833333333,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure,200,Indexable
https://www.nysid.edu/blog,https://www.nysid.edu/blog,Blog — New York School of Interior Design,Other Content,Blog,206.0,114.0,4.163934426,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure,200,Indexable
https://www.nysid.edu/blog?author=64dcd60578f02a78ef8650ae,https://www.nysid.edu/blog?author=64dcd60578f02a78ef8650ae,,Other Content,Blog,206.0,114.0,4.163934426,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure,0,Non-Indexable
https://www.nysid.edu/blog?author=68e6bc02ee10ae43c4527536,https://www.nysid.edu/blog?author=68e6bc02ee10ae43c4527536,,Other Content,Blog,206.0,114.0,4.163934426,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure,0,Non-Indexable
https://www.nysid.edu/blog?author=61d880f4b325f005149f6ea2,https://www.nysid.edu/blog?author=61d880f4b325f005149f6ea2,,Other Content,Blog,206.0,114.0,4.163934426,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure,0,Non-Indexable
https://www.nysid.edu/blog?author=65f0c139e7bdb01abd906341,https://www.nysid.edu/blog?author=65f0c139e7bdb01abd906341,,Other Content,Blog,206.0,114.0,4.163934426,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure,0,Non-Indexable
https://www.nysid.edu/blog?offset=1741806719274,https://www.nysid.edu/blog?offset=1741806719274,Blog — New York School of Interior Design,Other Content,Blog,206.0,114.0,4.163934426,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure,200,Non-Indexable
https://www.nysid.edu/blog?offset=1741623168524&reversepaginate=true,https://www.nysid.edu/blog?offset=1741623168524&reversePaginate=true,,Other Content,Blog,206.0,114.0,4.163934426,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure,0,Non-Indexable
https://www.nysid.edu/blog?offset=1718744153972,https://www.nysid.edu/blog?offset=1718744153972,,Other Content,Blog,206.0,114.0,4.163934426,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure,429,Non-Indexable
https://www.nysid.edu/blog?author=6446c9849c367a7d191f5f1e,https://www.nysid.edu/blog?author=6446c9849c367a7d191f5f1e,,Other Content,Blog,206.0,114.0,4.163934426,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure,0,Non-Indexable
https://www.nysid.edu/blog?author=6022c3db12db1911bce04dbd,https://www.nysid.edu/blog?author=6022c3db12db1911bce04dbd,,Other Content,Blog,206.0,114.0,4.163934426,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure,0,Non-Indexable
https://www.nysid.edu/blog?author=65f0c1b518bc7271f43a336b,https://www.nysid.edu/blog?author=65f0c1b518bc7271f43a336b,,Other Content,Blog,206.0,114.0,4.163934426,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure,0,Non-Indexable
https://www.nysid.edu/blog?author=6463b1707f8f1d1ef4147b21,https://www.nysid.edu/blog?author=6463b1707f8f1d1ef4147b21,,Other Content,Blog,206.0,114.0,4.163934426,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure,0,Non-Indexable
https://www.nysid.edu/blog?author=60398f904e6a0d1861372ca1,https://www.nysid.edu/blog?author=60398f904e6a0d1861372ca1,,Other Content,Blog,206.0,114.0,4.163934426,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure,0,Non-Indexable
https://www.nysid.edu/blog?author=64dcd55a8572c16652a48840,https://www.nysid.edu/blog?author=64dcd55a8572c16652a48840,,Other Content,Blog,206.0,114.0,4.163934426,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content; Low engagement despite traffic - likely poor UX/structure,0,Non-Indexable
https://www.nysid.edu/upcoming-events-summary,https://www.nysid.edu/upcoming-events-summary,Events — New York School of Interior Design,Other Content,Upcoming Events Summary,192.0,151.0,9.592592593,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Low engagement despite traffic - likely poor UX/structure,200,Indexable
https://www.nysid.edu/shop-nysid-gear,https://www.nysid.edu/shop-nysid-gear,Shop NYSID Gear — New York School of Interior Design,Other Content,Shop Nysid Gear,146.0,132.0,9.974193548,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure,200,Indexable
https://www.nysid.edu/academic-calendar-list,https://www.nysid.edu/academic-calendar-list,Academic Calendar — New York School of Interior Design,Other Content,Academic Calendar,146.0,139.0,4.620915033,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Indexable
https://www.nysid.edu/academic-calendar-list?category=spring+2026,https://www.nysid.edu/academic-calendar-list?category=Spring+2026,Academic Calendar — New York School of Interior Design,Other Content,Academic Calendar,146.0,139.0,4.620915033,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/academic-calendar-list?category=fall+2025,https://www.nysid.edu/academic-calendar-list?category=Fall+2025,Academic Calendar — New York School of Interior Design,Other Content,Academic Calendar,146.0,139.0,4.620915033,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/academic-calendar-list?category=summer+2026,https://www.nysid.edu/academic-calendar-list?category=Summer+2026,Academic Calendar — New York School of Interior Design,Other Content,Academic Calendar,146.0,139.0,4.620915033,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/academic-calendar-list?category=fall+2026,https://www.nysid.edu/academic-calendar-list?category=Fall+2026,Academic Calendar — New York School of Interior Design,Other Content,Academic Calendar,146.0,139.0,4.620915033,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/academic-calendar-list?category=summer+2025,https://www.nysid.edu/academic-calendar-list?category=Summer+2025,Academic Calendar — New York School of Interior Design,Other Content,Academic Calendar,146.0,139.0,4.620915033,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/academic-calendar-list?category=spring+2025,https://www.nysid.edu/academic-calendar-list?category=Spring+2025,Academic Calendar — New York School of Interior Design,Other Content,Academic Calendar,146.0,139.0,4.620915033,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/academic-calendar-list?category=fall+2024,https://www.nysid.edu/academic-calendar-list?category=Fall+2024,Academic Calendar — New York School of Interior Design,Other Content,Academic Calendar,146.0,139.0,4.620915033,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/academic-calendar-list?category=summer+2024,https://www.nysid.edu/academic-calendar-list?category=Summer+2024,Academic Calendar — New York School of Interior Design,Other Content,Academic Calendar,146.0,139.0,4.620915033,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/academic-calendar-list?category=spring+2024,https://www.nysid.edu/academic-calendar-list?category=Spring+2024,Academic Calendar — New York School of Interior Design,Other Content,Academic Calendar,146.0,139.0,4.620915033,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
https://www.nysid.edu/academic-calendar-list?category=fall+2023,https://www.nysid.edu/academic-calendar-list?category=Fall+2023,Academic Calendar — New York School of Interior Design,Other Content,Academic Calendar,146.0,139.0,4.620915033,,0,ADAPT,Traffic present but poor engagement - content restructure needed,False,False,Missing/weak meta description; Low engagement despite traffic - likely poor UX/structure; High bounce rate - content may not meet user expectations,200,Non-Indexable
